Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,IMDB Votes,Content Rating,Directors,Actors,Production Company,director_movie_nominated
Blossoms in the Dust,Metro-Goldwyn-Mayer,Nominee,1941,99,"Biography,Drama,Romance",6.9,"1,919",NR,Mervyn LeRoy,"Greer Garson, Walter Pidgeon, Marsha Hunt, Felix Bressart, Fay Holden, Samuel S. Hinds, Kathleen Howard, George Lessey, William Henry, Henry O'Neill, John Eldredge, Clinton Rosemond, Theresa Harris, Charles Arnt, Cecil Cunningham, Ann Morriss, Richard Nichols, Marc Lawrence, Frank Darien, Will Wright, Mary Taylor, Edwin Maxwell, Almira Sessions",Warner Brothers Pictures,3
Random Harvest,Metro-Goldwyn-Mayer,Nominee,1942,126,"Adventure,Drama,Family",8.0,"7,331",NR,Mervyn LeRoy,"Ronald Colman, Greer Garson, Philip Dorn, Susan Peters, Reginald Owen, Edmund Gwenn, Henry Travers, Margaret Wycherly, Bramwell Fletcher, Arthur Margetson, Jill Esmond, Marta Linden, Melville Cooper, Alan Napier, Pax Walker, David Cavendish, Clement May, Norma Varden, Ann Richards, Elisabeth Risdon, Charles Waldron, Ivan Simpson, Rhys Williams, Henry Daniell, Helena Phillips Evans, Marie de Becker, C. Montague Shaw, Madge Crane, Lumsden Hare, Frederic Worlock, Hilda Plowright, Arthur Space, Ian Wolfe, Terry Kilburn, Elizabeth Risdon, Reginald Sheffield, Arthur Shields, Kay Medford, Olive Blakeney, Cyril McLaglen, Leonard Mudie, Peter Lawford, Lowden Adams, George Kirby, Sam Harris, Una O'Connor, David Clyde, Aubrey Mather, Alec Craig, Forrester Harvey",MGM,3
Madame Curie,Metro-Goldwyn-Mayer,Nominee,1943,124,"Biography,Drama,Romance",7.2,"2,779",NR,Mervyn LeRoy,"Greer Garson, Walter Pidgeon, Robert Walker, Margaret O'Brien, Van Johnson, Henry Travers, Albert Basserman, C. Aubrey Smith, Reginald Owen, Dame May Whitty, Victor Francen, Elsa Basserman, Lumsden Hare, Charles Trowbridge, Edward Fielding, James Kirkwood, Al Ferguson, Nestor Eristoff, Moroni Olsen, Alan Napier, Almira Sessions, Dorothy Gilmore, Gigi Perreau, Ruth Cherrington, Isabelle Lamore, Wyndham Standing, Harold De Becker, Guy D'Ennery, George Davis, William Edmunds, Michael Visaroff, Frederic Worlock, George Meader, Franz Dorfler, Ray Teal, Tony Carson, Noel Mills, Teddy Infur, Nita Pike, Ray Collins, Mariska Aldrich, Leo Mostovoy, Dickie Myers, Howard Freeman, Francis Pierlot, Lisa Golm, Gene Lockhart, Marek Windheim, Miles Mander, Eustace Wyatt, James Hilton, Arthur Shields",Warner Brothers Pictures,3
Citizen Kane,Mercury,Nominee,1941,119,"Drama,Mystery",8.3,"420,959",PG,Orson Welles,"Orson Welles, Dorothy Comingore, Joseph Cotten, Everett Sloane, George Coulouris, Agnes Moorehead, Ruth Warrick, Harry Shannon, Ray Collins, Sonny Bupp, Erskine Sanford, William Alland, Fortunio Bonanova, Paul Stewart, Gus Schilling, Buddy Swan, Philip Van Zandt, Georgia Backus, Alan Ladd, Pedro de Cordoba, Charles Bennett, Arthur O'Connell, Joan Blair, Edmund Cobb, Eddie Coke, Gino Corrado, Herbert Corthell, Louise Currie, Robert Dudley, Al Eben, Edith Evanson, Arthur Kay, Ellen Lowe, Milton Kibbee, Irving Mitchell, Benny Rubin, Walter Sande, Tudor Williams, Agnes Morehead, Herbert Carter",RKO Radio Pictures,2
The Magnificent Ambersons,Mercury,Nominee,1942,88,"Drama,Romance",7.7,"23,662",NR,Orson Welles,"Joseph Cotten, Dolores Costello, Anne Baxter, Agnes Moorehead, Ray Collins, Delores Costello, Richard Bennett, Erskine Sanford, Tim Holt, J. Louis Johnson, Donald Dillaway, Charles Phipps, Dorothy Vaughan, Elmer Jerome, John Elliott, Nina Guilbert, Bob Cooper, Sam Rice, Olive Ball, Kathryn Sheldon, Nina Guilberg, Anne O'Neal, Henry Roquemore, Mel Ford, Lillian Nicholson, Bobby Cooper, Drew Roddy, Jack Baxley, Nancy Gates, James Westerfield, Edwin August, Jack Santoro, Kathrun Sheldon, Gus Schilling, Georgia Backus, Hilda Plowright, Bob Pittard, Billy Elmer, Maynard Holmes, Lew Kelly, John McGuire, Edward Howard, William Blees, Philip Morris, Louis Hayward, Orson Welles",RKO Radio Pictures,2
Here Comes Mr. Jordan,Columbia,Nominee,1941,94,"Comedy,Fantasy,Romance",7.6,"6,154",NR,Alexander Hall,"Robert Montgomery, Claude Rains, Evelyn Keyes, Edward Everett Horton, Rita Johnson, James Gleason, John Emery, Donald MacBride, Don Costello, Halliwell Hobbes, Benny Rubin, Bert Young, Ken Christy, Joseph Crehan, William Newell, Abe Roth, Tom Hanlon, Selmar Jackson, Joe Hickey, Warren Ashe, Billy Dawson, Bobby Larson, John Kerns, Mary Currier, William Forrest, Eddie Bruce, Douglas Wood, Selmer Jackson, Joe Conti, Chester Conklin, Gerald Pierce, John Rogers, Billy Newell, Lloyd Bridges, Edmund Elton, Maurice Costello, John Ince",Sony Pictures,1
The Maltese Falcon,Warner Bros.,Nominee,1941,100,"Crime,Film-Noir,Mystery",8.0,"152,988",PG,John Huston,"Humphrey Bogart, Mary Astor, Peter Lorre, Sydney Greenstreet, Gladys George, Barton MacLane, Lee Patrick, Ward Bond, Jerome Cowan, Walter Huston, James Burke, Murray Alper, John Hamilton, Emory Parnell, Creighton Hale, Elisha Cook Jr., Charles Drake, William Hopper, Hank Mann, Jack Mower, Robert E. Homans",Warner Brothers Pictures,3
The Treasure of the Sierra Madre,Warner Bros.,Nominee,1948,126,"Adventure,Drama,Western",8.2,"119,133",NR,John Huston,"Humphrey Bogart, Tim Holt, Walter Huston, Alfonso Bedoya, Bruce Bennett, Barton MacLane, Arturo Soto Rangel, Manuel Donde, José Torvay, Margarito Luna, Jacqueline Dalya, Robert Blake, Spencer Chan, Julian Rivero, John Huston, Harry J. Vejar, Pat Flaherty, Clifton Young, Ralph Dunn, Jack Holt, Guillermo Calleo, Ildefonso Vega, Francisco Islas, Alberto Valdespino, Mario Abraham Mancilla, Ann Sheridan, Martin Garralaga, Ignacio Villabajo, Roberto Canedo, Ernesto Escoto",Warner Brothers Pictures,3
Moulin Rouge,"John Huston, John Woolf and James Woolf",Nominee,1952,119,"Biography,Drama,Music",7.1,"5,284",NR,John Huston,"José Ferrer, Colette Marchand, Zsa Zsa Gabor, Suzanne Flon, Katherine Kath, Claude Nollier, Muriel Smith, Georges Lannes, Walter Crisham, Mary Clare, Harold Kasket, Lee Montague, Jill Bennett, Maureen Swanson, Jim Gerald, Rupert John, Tutte Lemkow, Eric Pohlmann, Christopher Lee, Jean Landlier, Robert Le Fort, Jean Claudio, Suzi Euzaine, Guy Motschen, M. Tabourno, M. Ledebur, Fernand Fabre, George Pastell, M. Valerbe, Jean Ozenne, Francis De Wolff, Michael Balfour, Theodore Bikel, Peter Cushing, Terence O'Regan, Arissa Cooper, Jacques Cey, Charles Carson, Walter Cross, Rene Poirier, Margaret Maxwell, Hilary Allen, Maria Samina, Sara Luzita, Sheila Nelson, Aleta Morrison, Hugh Dempster, Charles T. Perry, Tim Turner, Michael Seavers, Bernard Rebel, Christopher Rhodes, Rene Laplat, Maria Britneva, Charles Reynolds, Ina De La Haye, Richard Molinas, Isabel George, Donovan Winter, Madge Brindley, Peter Haddon, Everley Gregg, Raymond Rollett, David Garth, Anthony Gray, Diane Cilento",United Artists,3
Sergeant York,Warner Bros.,Nominee,1941,134,"Biography,Drama,History",7.7,"17,415",NR,Howard Hawks,"Gary Cooper, Joan Leslie, Walter Brennan, George Tobias, Stanley Ridges, Ward Bond, Noah Beery Jr., June Lockhart, Dickie Moore, Clem Bevans, Howard Da Silva, Charles Trowbridge, Harvey Stephens, David Bruce, Charles Esmond, Charles, Joe Sawyer, Joseph Sawyer, Pat Flaherty, Margaret Wycherly, Robert Porterfield, Erville Alderson, Abe Finkel, Frank Wilcox, Don Douglas, Lane Chandler, Frank Marlowe, Jack Pennick, James Anderson, Guy Wilkerson, Tully Marshall, Lee ""Lasses"" White, Jane Isbell, Frank Orth, Arthur Ayleswofth, Rita La Roy, Lucia Carroll, Kay Sutton, Jo Gilbert, Joseph W. Girard, Elisha Cook Jr., William Haade, Jody Gilbert, Victor Kilian, Frank Faylen, Murray Alper, Selmar Jackson, Gaylord ""Steve"" Pendleton, Charles Drake, Theodore von Eltz, Roland Drew, Russell Hicks, Jean Del Val, Selmer Jackson, Creighton Hale, George Irving, Edward Keane, Gig Young, Walter Sande, Clyde Cook, Douglas Wood, Si Jenks, Ray Teal, Kit Guard, Carl Esmond, Charles B. Middleton, Frank McGlynn Sr.",Warner Brothers Pictures,1
Yankee Doodle Dandy,Warner Bros.,Nominee,1942,126,"Biography,Drama,Music",7.7,"14,872",G,"Michael Curtiz, Hugh MacMullan","James Cagney, Joan Leslie, Walter Huston, Rosemary DeCamp, Richard Whorf, George Tobias, Irene Manning, Jeanne Cagney, S.Z. Sakall, George Barbier, Walter Catlett, Frances Langford, Minor Watson, Eddie Foy Jr., Chester Clute, Douglas Croft, Patsy Lee Parsons, Jack Young, Audrey Long, Odette Myrtil, Michael Curtiz, Clinton Rosemond, Spencer Charters, Dorothy Kelly, Marijo James, Henry Blair, Jo Ann Marlowe, Phyllis Kennedy, Pat Flaherty, Leon Belasco, Syd Saylor, William B. Davidson, Harry Hayden, Francis Pierlot, Ann Doran, Joyce Reynolds, Dick Chandlee, Joyce Horne, Frank Faylen, John Hamilton, Wallis Clark, Georgia Carroll, Joan Winfield, Dick Wessel, James Flavin, Thomas E. Jackson, Sailor Vincent, Fred Kelsey, Tom Dugan, Garry Owen, Murray Alper, Creighton Hale, Frank Mayo, Ruth Robinson, George Meeker, Eddie Acuff, Walter Brooke, Bill Edwards, Lee Murray, William Hopper, William Forrest, Edward Keane, Dolores Moran, Poppy Wilde, Charles Smith, Leslie Brooks, Jerrie Lynne, Vivian Austin, Lon McCallister",MGM,1
The Human Comedy,Metro-Goldwyn-Mayer,Nominee,1943,117,"Comedy,Drama,Family",7.0,"2,044",NR,Clarence Brown,"Mickey Rooney, Marsha Hunt, Frank Morgan, Van Johnson, James Craig, Fay Bainter, Ray Collins, Donna Reed, Dorothy Morris, John Craven, Ann Ayars, Mary Nash, Henry O'Neill, Katherine Alexander, Alan Baxter, Darryl Hickman, Barry Nelson, Rita Quigley, Clem Bevans, Adeline de Walt Reynolds, S.Z. Sakall, Don DeFore, Robert Mitchum, Ernest Whitman, Mark Daniels, William Roberts, David Holt, Connie Gilchrist, Howard J. Stevenson, Frank Jenks, Howard Freeman, Robert E. O'Connor, Jay Ward, Gibson Gowland, Don Taylor, Byron Foulger, Wallis Clark, Mary Servoss, Morris Ankrum, Lynne Carver, Butch Jenkins, Carl ""Alfalfa"" Switzer, Robert Emmett O'Connor, Emory Parnell, Wally Cassell, Hobart Cavanaugh, Frank Craven",Warner Brothers Pictures,2
The Yearling,Metro-Goldwyn-Mayer,Nominee,1946,128,"Drama,Family,Western",7.2,"5,658",G,Clarence Brown,"Gregory Peck, Jane Wyman, Claude Jarman Jr., Margaret Wycherly, Chill Wills, Clem Bevans, Henry Travers, Forrest Tucker, Donn Gift, Dan White, Matt Willis, George Mann, Arthur Hohl, June Lockhart, Joan Wells, Jeff York, Chick York, Jane Green, Victor Kilian, Robert Porterfield, Houseley Stevenson Sr., Frank Eldredge",MGM,2
In Which We Serve,Two Cities Films,Nominee,1942,115,"Drama,War",7.2,"5,442",NR,"David Lean, Noel Coward","Noel Coward, Bernard Miles, John Mills, Celia Johnson, Kay Walsh, Richard Attenborough, Penelope Dudley-Ward, Philip Friend, Joyce Carey, Kathleen Harrison, Michael Wilding, Derek Elphinstone, Frederick Piper, Kenneth Carton, Geoffrey Hibbert, George Carney, Geraldo's Orchestra, Brefni O'Rourke, Wally Patch, James Donald, Walter Fitzgerald, Michael Whittaker, John Varley, Ann Stephens, Daniel Massey, Robert Sansom, Ballard Berkeley, Hubert Gregg, Kenneth Carten, Chuck Russell, Gerald Case, Jonathan Singer, Robert Moreton, Caven Watson, Johnnie Schofield, John Boxer, Leslie Dwyer, Dora Gregory, Lionel Grose, Norman Pierce, Jill Stephens, Eileen Peel, Barbara Waring, Kay Young, Lesley Osmond, Everley Gregg, Juliet Mills, Roddy Hughes",MCA Universal Home Video,1
Watch on the Rhine,Warner Bros.,Nominee,1943,114,"Drama,Thriller",7.3,"4,246",NR,Herman Shumlin,"Paul Lukas, Bette Davis, Geraldine Fitzgerald, Lucile Watson, Beulah Bondi, George Coulouris, Donald Woods, Henry Daniell, Donald Buka, Eric Roberts (II), Janis Wilson, Helmut Dantine, Mary Young, Kurt Katch, Erwin Kalser, Rudolph Anders, Clyde Fillmore, Frank Wilson, Frank C. Wilson, Clarence Muse, Violet McDowell, Joseph E. Bernard, Jack Mower, Creighton Hale, William Washington, Elvira Curci, Anthony Caruso, Michele Fehr, Jean De Briac, Leah Baird, Howard Hickman, Frank Reicher, Robert C. Fischer, Walter O. Stahl, Glen Cavender, Joseph DeVillard, Wedgewood Nowell, Hans Tanzler, Herma Cordova, Gretl Dupont, Bill Washington, Alan Hale Jr., Garry Owen, Hans Von Morhart",Warner Brothers Pictures,1
Double Indemnity,Paramount,Nominee,1944,107,"Crime,Drama,Film-Noir",8.3,"149,399",NR,Billy Wilder,"Barbara Stanwyck, Fred MacMurray, Edward G. Robinson, Porter Hall, Jean Heather, Tom Powers, Richard Gaines, Fortunio Bonanova, John Philliber, Gig Young, Bess Flowers, Al Bridge, Kernan Cripps, Oscar Smith, Betty Farrington, Sam Gorlopis, Edmund Cobb, Floyd Schackleford, James Adamson, Sam McDaniel, Teala Loring, Judith Gibson, Clarence Muse, Miriam Franklin, William O'Leary, Edward Hearn, Lee Shumway, Constance Purdy, Boyd Irwin, Dick Rush, George Melford, Alan Bridge, Floyd Shackelford, George Magrill, Douglas Spencer",Paramount Pictures,5
The Lost Weekend,Paramount,Winner,1945,101,"Drama,Film-Noir",7.9,"35,261",NR,Billy Wilder,"Ray Milland, Jane Wyman, Howard Da Silva, Philip Terry, Doris Dowling, Frank Faylen, Mary Young, Anita Bolster, Lilian Fontaine, Lewis L. Russell, Frank Orth, Gisela Werbiseck, Eddie Laughton, Harry Barris, Jayne Hazard, Craig Reynolds, William O'Leary, Fred 'Snowflake' Toones, Clarence Muse, Gene Ashley, Jerry James, William Meader, Emmett Vogan, Milton Wallace, Jess Lee Brooks, Lester Sharpe, Bertram Warburgh, Theodora Lynch, James Millican, John Garris, Pat Moriarity, Byron Foulger, Peter Potter, Helen Dickson, Lee Shumway, David Clyde, Douglas Spencer, Walter S. Baldwin",Paramount Pictures,5
Sunset Boulevard,Paramount,Nominee,1950,110,"Drama,Film-Noir",8.4,"210,129",G,Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark, Lloyd Gough, Jack Webb, Franklin Farnum, Franklyn Farnum, Charles Dayton, Cecil B. DeMille, Buster Keaton, Hedda Hopper, Anna Q. Nilsson, H.B. Warner, Sidney Skolsky, Ray Evans, Creighton Hale, Jay Livingston, Bernice Mosk, Larry Blake, Eddie Dew, Billy Sheehan, Archie Twitchell, Roy Thompson Jr., Peter Drynan, Ruth Clifford, Bert Moorhouse, E. Mason Hopper, Kenneth Gibson, Yvette Vickers, Virginia Randolph, Gertrude Astor, Frank O'Connor, Eva Novak, Al Ferguson, Stan Johnson, Bill Sheehan, Julia Faye, Gertrude Messinger, Ralph Montgomery, John 'Skins' Miller, John Cortay, Robert Emmett O'Connor, Gerry Ganzer, Gertrude Messenger, Tommy Ivo, Robert E. O'Connor, Emmett E. Smith, Ottola Nesmith, Jay Morley, Howard Negley, Ken Christy, Len Hendry, Arthur Lane, Archie R. Dalzell, James Hawley, Edward Wahrman, Sanford E. Greenwald, Howard Joslin, Larry J. Blake",Paramount Pictures,5
Witness for the Prosecution,Arthur Hornblow Jr.,Nominee,1957,116,"Crime,Drama,Mystery",8.4,"115,545",NR,Billy Wilder,"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester, John Williams (II), Henry Daniell, Ian Wolfe, Una O'Connor, Torin Thatcher, Norma Varden, Francis Compton, Philip Tonge, Ruta Lee, Molly Roden, Ottola Nesmith, Marjorie Eaton, J. Pat O'Malley",MGM,5
The Apartment,Billy Wilder,Winner,1960,125,"Comedy,Drama,Romance",8.3,"171,390",NR,Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen, Joan Shawlee, David Lewis, Edie Adams, Hope Holiday, Johnny Seven, Naomi Stevens, Francis Lax, Joyce Jameson, Willard Waterman, David White, Benny Burt, Hal Smith, Dorothy Abbott",United Artists,5
Anchors Aweigh,Metro-Goldwyn-Mayer,Nominee,1945,140,"Comedy,Fantasy,Music",7.1,"8,298",NR,George Sidney,"Gene Kelly, Frank Sinatra, Kathryn Grayson, Jose Iturbi, Dean Stockwell, Pamela Britton, Rags Ragland, Sharon McManus, Carlos Ramirez, Henry O'Neill, Leon Ames, Edgar Kennedy, Henry Armetta, Billy Gilbert, James Burke, James Flavin, Chester Clute, Grady Sutton, Sondra Rodgers, Garry Owen, Steve Brodie, Charles Coleman, Milton Parsons, Renie Riano, Alex Callam, Harry Barris, John James, Wally Cassell, Douglas Cowan, Peggy Maley, Henry H. Daniels Jr., Phil Hanna, William 'Bill' Phillips, Tom Trout, Esther Michelson, William Forrest, Ray Teal, Milton Kibbee, Eddie Hall",MGM,1
Gentleman's Agreement,20th Century-Fox,Winner,1947,118,"Drama,Romance",7.2,"15,593",PG,Elia Kazan,"Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm, Anne Revere, June Havoc, Albert Dekker, Jane Wyatt, Dean Stockwell, Nicholas Joy, Sam Jaffe, Harold Vermilyea, Ransom Sherman, Roy Roberts, Kathleen Lockhart, Curt Conway, John Newland, Robert Warwick, Louise Lorimer, Howard Negley, Victor Kilian, Frank Wilcox, Marilyn Monk, Wilton Graff, Morgan Farley, Mauritz Hugo, Olive Deering, Gene Nelson, Jane Green, Virginia Gregg, Robert Karnes, Jesse White, Marion Marshall, Olive Carey",20th Century Fox,4
A Streetcar Named Desire,Charles K. Feldman,Nominee,1951,122,Drama,8.0,"103,781",PG,Elia Kazan,"Marlon Brando, Vivien Leigh, Karl Malden, Kim Hunter, Rudy Bond, Nick Dennis, Peg Hillias, Wright King, Richard Garrick, Ann Dere, Edna Thomas, Mickey Kuhn, Chester Jones, Marietta Canty, Lyle Latell, Charles Wagenheim, Maxie Thrower, Mel Archer",Warner Brothers Pictures,4
On the Waterfront,Sam Spiegel,Winner,1954,108,"Crime,Drama,Thriller",8.1,"147,893",NR,Elia Kazan,"Marlon Brando, Eva Marie Saint, Karl Malden, Lee J. Cobb, Rod Steiger, Pat Henning, Leif Erickson, James Westerfield, Tony Galento, Tami Mauriello, John F. Hamilton, John Heldabrand, Rudy Bond, Don Blackman, Arthur Keegan, Abe Simon, Barry Macollum, Mike O'Dowd, Martin Balsam, Fred Gwynne, Anne Hegira, Thomas Handley, Rebecca Sands, Jere Delaney, Ann Hegira, Pat Hingle, Nehemiah Persoff, Tiger Joe Marsh",Sony Pictures,4
America America,Elia Kazan,Nominee,1963,174,Drama,7.8,"5,215",NR,Elia Kazan,"Stathis Giallelis, Frank Wolff, Harry Davis, Elena Karam, Estelle Hemsley, Gregory Rozakis, Lou Antonio, Salem Ludwig, John Marley, Joanna Frank, Paul Mann, Linda Marsh, Robert H. Harris, Katharine Balfour, Katherine Balfour",Warner Brothers Pictures,4
Crossfire,RKO Radio,Nominee,1947,86,"Crime,Drama,Film-Noir",7.3,"8,030",NR,Edward Dmytryk,"Robert Young, Robert Mitchum, Robert Ryan, Gloria Grahame, Paul Kelly, Sam Levene, Jacqueline White, Steve Brodie, George Cooper, Lex Barker, William Phipps, Richard Benedict, Tom Keene, Marlo Dwyer, Harry Harvey, Richard Powers, Carl Faulkner, Jay Norris, Robert Bray, George Turner, Don Cadell, Philip Morris, Kenneth MacDonald, Allan Ray, Bill Nind, George Meader",Warner Brothers Pictures,2
The Caine Mutiny,Stanley Kramer,Nominee,1954,124,"Drama,War",7.7,"26,649",PG,Edward Dmytryk,"Humphrey Bogart, Fred MacMurray, Van Johnson, José Ferrer, Robert Francis, May Wynn, Tom Tully, E.G. Marshall, Arthur Franz, Lee Marvin, Warner Anderson, Claude Akins, Katherine Warren, Jerry Paris, Steve Brodie, Todd Karns, Whit Bissell, James Best, Joe Haworth, Herbert Anderson, James Edwards, Don Dubbins, David Alpert, Don Anderson, Robert Bray, Ted Cooper, Don Keefer, Eddie Laguna, Dayton Lummis, Kenneth MacDonald, Paul McGuire, Tyler McVey, Patrick Miller, Richard Norris, Gaylord ""Steve"" Pendleton, Jay Richards, James Todd, Donald Dillaway",Sony Pictures,2
Miracle on 34th Street,20th Century-Fox,Nominee,1947,96,"Comedy,Drama,Family",7.9,"44,012",NR,George Seaton,"Edmund Gwenn, John Payne, Maureen O'Hara, Natalie Wood, Porter Hall, Gene Lockhart, William Frawley, Jerome Cowan, Philip Tonge, Jack Albertson, Harry Antrim, Lela Bliss, Thelma Ritter, James Seay, Mary Field, Theresa Harris, Alvin Greenman, Anne Staunton, Robert Hyatt, Richard Irving, Jeff Corey, Anne O'Neal, Anthony Sydes, William Forrest, Alvin Hammer, Joseph McInerney, Ida McGuire, Percy Helton, Jane Green, Marlene Lyden, Guy Thomajan, Robert Lynn, Jean O'Donnell, 'Snub' Pollard, Robert Karnes, Basil Walker, Herbert Heyes, Steve Roberts, Teddy Driver, Robert Gist, Patty Smith",20th Century Fox,2
The Country Girl,William Perlberg,Nominee,1954,104,"Drama,Music",7.3,"5,766",NR,George Seaton,"Grace Kelly, Bing Crosby, William Holden, Anthony Ross, Gene Reynolds, Jacqueline Fontaine, Eddie Ryder, Robert Kent, John W. Reynolds, Frank J. Scannell, Ida Moore, Ruth Rickaby, Ruth Ricksby, Hal K. Dawson, Howard Joslin, Richard Keene, Jack Kenney, Les Clark, Charles Tannen, John Florio, Jon Provost, Don Dunning, Max Wagner, Bob Alden, Chester Jones, Allan Douglas, Jack Roberts",Paramount Pictures,2
Hamlet,J. Arthur Rank-Two Cities Films,Winner,1948,154,Drama,7.6,"16,167",NR,Laurence Olivier,"Laurence Olivier, Jean Simmons, Eileen Herlie, Basil Sydney, Norman Wooland, Felix Aylmer, Terence Morgan, Peter Cushing, Stanley Holloway, John Laurie, Esmond Knight, Anthony Quayle, Niall MacGinnis, Harcourt Williams, Russell Thorndike, Patrick Troughton, Tony Tarver, Anthony Bushell, Christopher Lee, Patrick Macnee, John Gielgud",Universal Pictures,1
